"latitude","longitude","population","total_units","vacant_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","built_1939_or_earlier","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","bedrooms_5_or_more","owners","renters","median_household_income","mean_household_income","latitude.longitude","median_house_value"
33.811154,-118.30356,2805,1089,15,5.3,2.89,2.13,0,0,0,5.7,55.7,37.6,0,0.3,0.7,2.4,12.6,7.2,58.4,19.5,0,75.5,24.5,80987,90140,-3999.97988590824,479200
33.782896,-118.304099,2189,828,0,5.1,2.88,3.31,5.6,5.7,0.1,10.7,4.5,22.5,23.4,21.7,5.8,1.7,12.6,36.5,32.7,12.1,4.5,74.9,25.1,78393,86252,-3996.6550728907,495700
33.786799,-118.303485,2306,954,130,4,2.73,2.95,0,2.1,5.5,37.2,20,18.1,15.8,1.3,0,3.2,24.6,57.5,8.5,6.1,0,31.2,68.8,53500,64235,-3997.09606869451,329400
33.799128,-118.260894,4140,1132,49,5.4,4.38,4.07,1,0,3.2,9.2,3.7,21.6,33.2,17.8,10.2,1.8,3.3,24.2,64.5,6.3,0,72.8,27.2,60372,72459,-3997.11509370043,354900
33.792868,-118.247499,2370,578,34,4.9,5.52,4.75,0,0,9.3,1,9.3,19.2,23.7,21.6,15.7,5.2,8.8,37,32.5,11.1,5.4,41,59,45682,53947,-3995.92212503713,291500
33.794638,-118.268931,4951,1381,35,5.2,3.92,3.18,0,3,6.7,6.2,13.5,12.7,23.8,7.7,26.2,9.1,11.5,32.4,29.6,12.1,5.4,64.7,35.3,66970,72633,-3996.85570979198,391000
33.784334,-118.277285,4754,1375,36,4.5,4.05,4.1,1.7,0,0.6,11.1,18.3,15.2,26.8,13.3,12.9,2,19.1,42.3,24.1,11.6,0.8,43.4,56.6,43390,50742,-3995.91930105319,329700
33.793317,-118.290896,4579,1734,35,4.7,3.3,3.13,1.2,7,34.7,25.7,16,4.8,4.7,6,0,0.3,9.2,49.4,28,9.1,4,45.3,54.7,61150,66609,-3997.44174674203,244300
33.78624,-118.271858,4214,1054,118,4.3,4.94,4.68,5,3,8.9,15.7,15.5,12,12.9,10.2,16.7,8.4,24.4,34.1,25.9,3.8,3.4,36.2,63.8,39077,54632,-3995.96137963392,365300
33.786436,-118.265963,3564,946,8,4.2,3.69,4.39,1.1,1.5,7.3,6.8,20.5,0.8,12.4,12.6,37.1,3.6,24,44.6,20.7,7.1,0,26.7,73.3,42083,48639,-3995.78538987787,328800
33.786109,-118.2581,4065,1189,18,3.8,5,3.03,0,6.1,6.8,8.7,11.9,15.5,21.2,14.6,15.1,13.3,27.9,28.8,19.5,10.4,0,28.5,71.5,34030,46077,-3995.4810567329,349400
33.786793,-118.248273,4219,1089,24,4.3,4.47,4.24,1,8.5,6.9,1,12.4,17.4,14.3,22.2,16.3,2.6,18.6,45.5,20.3,10.3,2.7,42.9,57.1,40202,54652,-3995.22992245849,364100
33.781081,-118.25617,3019,959,116,3.5,3.4,3.81,0,2.8,4.4,10.7,13.3,6.6,18.5,3,40.7,21.1,32.8,28.9,13.7,3.1,0.4,18.5,81.5,27326,34074,-3994.82125751977,247200
33.779525,-118.271487,3991,1052,55,3.9,5.65,4.24,1.6,3.7,1.1,12.1,21.3,4.8,26,10.4,19,5,33.5,43.1,15,3.4,0,19.5,80.5,35506,40894,-3995.15465190367,420000
33.780027,-118.266187,3579,947,75,3.6,3.98,3.94,6.8,0,6.7,13.4,11.3,21.9,16.6,9.7,13.7,10.9,38.2,34.6,14.8,0,1.5,15.1,84.9,29756,38535,-3995.03499004705,410300
33.774614,-118.269717,3707,1013,39,4.2,3.44,4.05,0,0,11.8,1.1,2,14.2,22.8,25.3,22.8,11.5,23,26.9,31,5.2,2.3,19.8,80.2,30451,38180,-3994.51403956424,324400
33.775748,-118.276573,3265,595,27,5.1,4.94,4.55,18.3,8.2,2.4,5.2,9.7,10.8,13.6,15.8,16,0,10.1,34.5,50.4,3.9,1.2,40,60,37115,49928,-3994.8797239516,381900
33.763059,-118.303266,4875,2031,0,5.1,2.45,2.68,2.6,0,2.5,22.2,32.5,35,5.2,0,0,0,3.2,40.8,34.2,20.8,0.9,81,19,91406,102189,-3994.28014985069,476000
33.755033,-118.302966,4221,1901,98,5,2.18,3.3,0,0.7,5,54.1,22.7,14.1,2.4,0,1.1,0,11.6,51.7,21.9,13.4,1.5,63.3,36.7,83495,94999,-3993.32052132788,431900
33.742191,-118.314357,3191,1318,147,5.3,2.47,1.32,1.2,0,0.5,1.1,30.3,13.7,49.4,2.7,1.2,0,9.8,37.5,46.5,3.2,3,91.1,8.9,94096,100198,-3992.18563193619,532500
33.747401,-118.293716,3910,1375,73,4.3,3.15,3.24,0.9,1,7,17.2,12.7,13.7,10.6,14.4,22.5,6.8,18.5,44,19.4,10.2,1,37.3,62.7,40962,52514,-3992.10546963212,407700
33.739925,-118.29229,5218,2013,89,4.1,3.09,3.01,0.7,0.5,1.2,11.2,14.7,7.7,15.5,11.4,37.1,12.6,27.4,34.9,16.7,4.9,3.5,25.1,74.9,40479,52247,-3991.17299267825,441500
33.730184,-118.292807,4127,1697,227,3.8,1.99,2.75,0,0,1.2,0.6,24.1,8.7,12.8,15.2,37.4,1.3,41.9,41.2,13.3,1.1,1.2,16.7,83.3,40727,49066,-3990.03814598649,358500
33.734627,-118.295766,3851,1726,277,3.9,1.78,2.43,0.6,0,4,29.4,25.8,9.2,7.8,7.2,15.9,8.1,25.7,46.6,19.6,0,0,15.7,84.3,41612,55741,-3990.66354168928,446600
33.733284,-118.306841,5343,2457,234,4.8,2.67,1.79,0.6,0,8.3,6.5,13,11.4,21.2,13.3,25.7,0.8,22.3,34.1,37,3.4,2.3,48.1,51.9,65051,86855,-3990.87826659584,635600
33.734274,-118.28409,4679,1595,94,3.9,2.89,3.22,1.3,0,8.5,11.3,16.5,4.2,17.1,7.5,33.7,12.7,29.5,38.2,11.2,6.6,1.7,22.3,77.7,31990,42194,-3990.22790190066,429300
33.728228,-118.285066,3315,1235,104,3.9,2.93,2.99,2.3,0,2.8,4.7,16.6,8,26,7.8,31.7,8.9,28,44.1,14.1,4.9,0,16.2,83.8,43582,55006,-3989.54567504305,367800
33.724952,-118.291254,3475,1476,189,4.1,2.44,2.64,0,0,2.6,17.2,27.7,13.1,12.5,9.2,17.6,5.3,29.7,42.8,19.2,1.9,1.2,33.7,66.3,45618,69905,-3989.36686316981,444900
33.724625,-118.298939,3423,1531,124,4.3,2.8,2.18,0,0,5.8,0,29.2,9.4,21.9,3.4,30.2,5.2,24.8,37.5,23.5,9.1,0,35.7,64.3,56989,69635,-3989.58735567288,424800
33.724603,-118.321036,3603,1660,70,6,2.23,2.88,0.7,1.3,1.3,6.4,18.9,31,37.7,1,1.7,0,0.4,23.7,62.9,12.3,0.7,90.6,9.4,104907,119626,-3990.32996564871,723400
33.717882,-118.301073,5163,2268,139,5.3,2.5,2.34,0,1,4.1,4.3,13.6,10.6,30.1,29.2,7.2,1.7,4.8,37.4,42.9,9.8,3.4,64.4,35.6,72351,88924,-3988.86161988739,593300
33.711595,-118.287983,2594,1308,91,4.2,2.36,2.22,0,0,2.7,17.8,8.5,15.7,19.7,2.5,33.1,4.4,15.5,54.7,10.4,10.6,4.4,18.6,81.4,71275,84543,-3987.67657626289,576900
33.716228,-118.290248,3503,1787,127,4.4,2.76,2.35,2.4,0.4,6.6,9.1,18,18.4,15.1,1.7,28.4,0,22.9,46.8,24.3,4.7,1.2,36.8,63.2,76607,88706,-3988.30097174454,478600
34.238639,-118.236528,6002,2073,105,6,2.93,3.7,0.9,0,3.4,1.9,6.6,25.4,34.7,18.9,8.3,0,5.3,16.1,49.5,26.7,2.5,90.7,9.3,109087,138759,-4048.25779880539,780500
34.228841,-118.240158,5546,1973,54,5.3,3.23,2.55,1,5.3,4.9,9,1.9,7.6,34.1,23.3,12.9,0,13.9,23.6,48.9,11.8,1.8,71.9,28.1,84356,102082,-4047.22356799688,652000
34.241232,-118.255886,6140,2186,48,5.6,3.03,3.32,0,0,0.6,3.3,5.4,13.6,53.9,15.2,7.9,0,4,21.3,57.1,12.6,4.9,87.3,12.7,99151,113962,-4049.22722789155,626900
34.22902,-118.255875,5740,2095,153,4.9,2.88,2.93,0,1,2.8,10.4,7.9,10.2,23.6,27.9,16.2,0,9.2,40.1,40.1,9.6,1,74.1,25.9,90372,98200,-4047.7827104925,537300
34.211348,-118.239036,8053,3121,108,4.6,2.77,2.49,2.3,6.2,8.5,10.1,13.5,6.4,11.1,20.4,21.6,3.7,22.4,38,32.3,3.1,0.4,51.7,48.3,72321,85412,-4045.11680778053,586100
34.191658,-118.238825,6144,2186,65,6.4,2.98,2.35,0,0,2.7,12.3,4.1,10.9,24.3,21.2,24.4,0,2.1,17.3,51.2,19.7,9.7,87,13,106925,145424,-4042.78146672185,866400
34.172424,-118.249611,5604,2083,126,6.5,3,1.46,0,0.5,0.7,12.5,12.7,22.9,21.6,6.2,22.9,0,3.8,16.2,41.9,27.4,10.7,97,3,166378,185845,-4040.87584492706,927600
34.184907,-118.223666,6947,2852,125,4.5,2.51,2.14,1.2,2.1,2.1,5.9,16.9,19.7,26,10.4,15.5,0,17.5,46.2,23.1,10.3,2.8,58.3,41.7,76536,94913,-4041.46502740906,638100
34.156559,-118.232287,4841,2114,157,4.1,2.74,2.52,0,1.3,2.4,4.1,7.7,13.9,28.9,20.2,21.6,0.8,32.2,36.5,23.3,6.6,0.6,39.4,60.6,56826,82239,-4038.40808662043,668600
34.162033,-118.248774,6491,2852,294,4.5,2.65,2.49,0,2,5.9,13,12.1,17.7,8.7,6.2,34.5,2,20.9,39.6,25.5,11.9,0.1,41.9,58.1,70897,96406,-4039.61851959754,688100
34.16177,-118.260306,4990,2196,137,3.7,3.24,2.36,0,10.7,12.1,23.4,14.6,15.9,7.8,4.1,11.4,4.1,30.1,50.2,15.5,0,0,11.2,88.8,62715,72470,-4039.98137370162,385300
34.168225,-118.272866,2209,746,11,6,2.74,2.26,0,0,1.5,3.6,4.2,3.4,8,9.2,70.1,1.5,9.2,12.6,62.2,12.1,2.4,80.8,19.2,92772,104220,-4041.17389688285,687500
34.162963,-118.270267,5363,1986,122,4.2,2.31,2.84,2.5,0,4.5,15.2,7.9,16.9,17.2,12.3,23.6,3.9,11.7,57,24.6,2.8,0,40.9,59.1,51635,76055,-4040.46275552112,635800
34.174337,-118.271729,2016,722,0,7.1,2.95,5.19,2.5,0,1.1,0,2.1,15.8,14.4,6.1,58,0,0,13.7,49,32.1,5.1,97.8,2.2,132200,214648,-4041.85792441867,966100
34.180891,-118.284131,3865,1336,46,5.9,3.14,3.89,0,0,0,0,4.3,4.5,17.9,26.3,47,1.7,1.4,27.3,50.4,18,1.2,91.9,8.1,105147,125088,-4043.05698874072,765300
34.173257,-118.289422,6908,2635,37,3.7,2.85,2.77,0,0,1.4,26.5,25,9.1,11.3,11.3,15.3,0,28.4,59.8,11.1,0.6,0,10.9,89.1,42576,49965,-4042.33481838745,466700
34.169646,-118.291011,6198,2340,39,3.6,2.9,2.65,0,1.9,4.3,17.1,14,17.5,9.6,20.6,15.1,2.8,33,52,11.1,0.5,0.6,10.8,89.2,37129,46464,-4041.96197085211,509800
34.16232,-118.299252,3908,1753,130,4.1,2.84,2.19,0,0,1,3.8,9.5,6.7,13.2,26.9,38.8,9.4,31.7,29.8,25.7,2.7,0.6,39.9,60.1,54182,66011,-4041.37690258464,568400
34.158811,-118.273484,2849,1158,97,4.7,3.1,2.04,0,0.9,0,1.8,5,2,28.5,24.5,37.2,4.3,22.6,38.9,29.5,4.7,0,57.5,42.5,56941,65417,-4040.08158626752,575900
34.151048,-118.268315,5556,2098,196,3.7,4.1,2.74,1.5,2.1,10.4,20.1,15.7,8.5,11.4,4.9,25.4,6.5,29,40.9,20.2,2.2,1.2,25.4,74.6,45395,55522,-4038.98690244412,483000
34.154771,-118.261186,4079,1890,203,3.3,2.04,2.21,1.4,0,6.7,19.8,21.4,17.2,18.3,10.5,4.8,4.4,47.6,41.2,6.1,0,0.7,24.5,75.5,41924,52040,-4039.18372601841,340700
34.149468,-118.261408,3578,1352,87,3.9,2.45,2.77,0,8.1,10,38.1,5.7,5.3,4.4,12.8,15.6,3.6,20.6,53,22.7,0,0,28.5,71.5,34622,54698,-4038.56416813094,320700
34.154349,-118.247669,7810,3298,190,4.1,2.33,2.41,0.8,0.8,9.3,24.4,24.8,8.6,5.2,8.1,18,4.2,22.3,55.3,16.8,1.1,0.4,36,64,52667,71753,-4038.67215546248,442100
34.15005,-118.250541,3532,1667,48,3.7,1.73,2.16,0,0,5.9,25.9,25.2,19.1,12.9,2.3,8.6,5.6,42.1,46.3,6.1,0,0,28.5,71.5,41478,60661,-4038.26188767705,349200
34.148901,-118.243663,3578,1458,107,3.6,2.27,2.69,3.2,0,8.8,26.2,21.3,7.5,9.1,11,13,10.6,30.2,43.3,13.9,0,2,16.9,83.1,34738,57435,-4037.89114166436,384500
34.149012,-118.238623,4214,1676,43,3.6,3.44,2.42,0,0,6.6,16.5,18.9,4.5,12.8,15.5,25.2,7.1,41.8,39.9,10.4,0.8,0,8.3,91.7,41982,70319,-4037.73215569048,428300
34.142598,-118.237975,5504,2034,66,3.8,3.11,3.03,0.3,0,1.8,22.9,18.4,14.6,8.8,5.8,27.4,2.1,33.3,38.1,20.8,5.7,0,22.8,77.2,38400,50501,-4036.95164875905,482000
34.144568,-118.2469,3856,1572,49,3.2,2.7,2.18,3.8,7.9,7.8,29.8,9.7,8.8,9.7,1.9,20.6,12,42.5,43.1,2.4,0,0,8.4,91.6,21434,40821,-4037.4893178392,578300
34.140473,-118.247653,5254,1928,148,3.7,3.4,2.72,0.4,0,5.7,20.5,14.5,12.5,8.8,9.5,28.2,7.9,31.9,47.5,10.4,2.3,0,16.7,83.3,35610,45701,-4037.03080455987,389900
34.139901,-118.260487,4895,1834,52,3.4,3.36,2.68,2.9,1,11.3,14.2,8.9,10.6,14.2,10.7,26.1,8.5,38.2,45.3,4.7,1.3,2.1,8.5,91.5,38286,47190,-4037.40131839179,527000
34.133414,-118.258709,5944,2269,61,3.2,2.8,2.38,4.3,4.5,13.4,15.2,8.3,8.2,14.9,2.5,28.8,12.4,47.3,34.9,5.4,0,0,11.1,88.9,39191,45097,-4036.57347340253,392400
34.137501,-118.246672,4330,1493,28,3.5,3.09,2.85,0,0,5.6,29.7,13.1,9.8,2,10.5,29.3,5.2,37,46.8,10.2,0.9,0,9.4,90.6,28780,37769,-4036.64588364667,401900
34.135241,-118.248174,4234,1512,38,3.4,3.29,2.94,0,0,6.9,12.2,24.6,6.3,10.1,9.9,30,7.5,39.9,42.6,8.9,1.1,0,13.8,86.2,33916,42745,-4036.42991729993,395100
34.128128,-118.252251,3749,1357,59,3.3,2.69,2.99,0.3,1.5,5.2,11.3,15.5,24.3,6.7,8.7,26.5,13,40.7,38.9,6.4,0.3,0.7,7.9,92.1,26118,44613,-4035.72795841613,284000
34.130892,-118.246205,3534,1375,0,3.9,3.1,2.51,0,0,2,11,12.6,22.5,10.3,2.8,38.8,4.3,32.4,36.7,25.4,1.3,0,37.7,62.3,54495,62557,-4035.84845226486,582900
34.190641,-118.30492,5466,2108,65,4.7,2.96,2.36,4.7,4.8,4.4,12.2,13.9,10,17.1,11.4,21.3,2.6,18.4,41.3,26.7,7.6,3.4,49.1,50.9,66231,78745,-4044.92104825372,653400
34.185665,-118.297863,4985,1800,0,4.3,3.12,2.56,0.7,0.6,3,6.9,13,21.3,12.2,20.8,21.4,2.1,20.6,45.4,24.8,5.1,2.1,38.8,61.2,65974,83132,-4044.0911147339,674100
34.199728,-118.318417,2987,1057,64,5.8,2.88,3.34,0,0.7,0,2.1,2.1,3.8,82.2,9.2,0,0,0,3.1,85,8.3,3.6,85.1,14.9,85398,104810,-4046.45767879058,698800
34.202185,-118.332983,3379,1339,11,5.5,2.87,2.25,0.6,2.1,1.2,2,1.7,5.8,39.1,43.2,4.2,0.7,18.1,30.1,33.9,16.4,0.9,59.9,40.1,65313,75395,-4047.24657616785,634000
34.192655,-118.319056,2655,1150,54,3.7,2.37,2.34,0,0,6.4,11.2,12.3,12.2,15.8,30.5,11.5,3.5,23,48.3,20.6,4.6,0,33.1,66.9,90357,102934,-4045.64266173368,784700
34.18734,-118.309987,2361,1148,32,3.6,1.77,2.27,4.2,8.3,5.6,19.2,24.3,22.4,9.1,3.4,3.6,3.6,38.6,44.9,12.9,0,0,12,88,38611,54277,-4044.70375096458,419400
34.182,-118.304638,7104,3655,241,3.2,2.28,2.03,9.3,14.5,16.5,21.7,17,9.7,5.4,2.9,3,7.2,47.3,39,6.5,0,0,17.1,82.9,41143,64111,-4043.889136116,397100
34.178702,-118.298927,5114,2120,0,3.5,3.2,2.49,4.2,0,6.2,12.7,32.1,13.3,8.3,10.3,12.8,2.2,35.8,50.5,10.9,0.7,0,11.5,88.5,53811,55411,-4043.30377285275,456800
34.172324,-118.323566,4909,2077,38,5,2.61,2.07,2.3,3,7.1,4,2.8,9.3,16.5,27.8,27.2,0.7,22.9,36.3,27.6,7.5,5,59.9,40.1,58606,87145,-4043.39123418738,571600
34.183769,-118.354062,3897,1396,68,4.9,3.05,2.26,0,0,0,2.4,6.2,8.7,7.1,58.2,17.5,2.1,16.2,37,39.5,4.3,1,66.5,33.5,71571,77543,-4045.78791561968,517700
34.172194,-118.352851,3138,1292,156,4.7,3.03,2,0.8,3.9,5.9,0,4.6,14.2,18.7,39.3,12.5,4,17.5,38.9,28,11.6,0,59.3,40.7,74524,86355,-4044.37658482509,559600
34.174259,-118.343274,3811,1473,75,4.9,2.76,2.15,0,0,0.7,3.7,4.6,2.2,16.4,54,18.5,2,17.6,36.9,37.7,5.8,0,70,30,75870,100016,-4044.29369658397,573700
34.162716,-118.350033,2274,1012,73,5.3,2.65,2.49,0,1,0,1.8,1.3,3.9,13.7,39.1,39.2,0,14.4,45.3,28,12.2,0.2,51,49,67679,92173,-4043.15856596963,693000
34.164299,-118.338127,5633,2475,112,4.4,2.69,1.89,0,0,9.9,7.2,6.7,6.3,16.4,35.2,18.4,1.8,29.1,36.8,29,3.3,0,46.6,53.4,70213,87151,-4042.93915392797,603000
34.154188,-118.342874,7249,3967,376,3.7,2.32,1.94,0.6,0.8,10.3,13.2,11.7,19.4,13.2,20.6,10.2,7.1,38.1,39.5,12.3,2.5,0.6,28.3,71.7,75404,86630,-4041.90476705631,534300
34.162597,-118.320259,6137,2756,301,5.3,2.88,1.93,1,0.4,0.9,3.4,9.4,10.4,15.6,30.6,28.3,7.1,18,32.4,28.7,12.2,1.6,56.7,43.3,76194,98877,-4042.12732515262,611800
34.166187,-118.306739,3033,1381,32,4.1,2.72,2.39,1,0,2.7,15.4,5.6,19.2,31.4,13.6,11.1,4.2,30.3,45.8,19.7,0,0,20.5,79.5,54080,69752,-4042.09016803419,621300
34.296494,-118.42996,7144,1778,86,5.5,4.07,4.21,1.9,3.5,0.9,7.4,6,10.4,44.7,16.9,8.3,2.9,8.2,25.2,48.7,10.9,4.2,67.1,32.9,57146,70294,-4061.73241256024,349800
34.28739,-118.44038,3756,1181,91,4.1,3.7,3.64,7.8,1.9,0,7.4,12.7,0,40.6,12.4,17.3,5.4,29.9,42.8,16.8,5.1,0,27,73,35000,45975,-4061.0115008082,238300
34.281519,-118.446699,6948,1985,121,4.5,3.79,3.61,2.8,2.2,2.7,5.9,6.5,12.3,23.5,17.3,26.9,3.1,19.8,35.6,29.3,8.8,3.4,50.6,49.4,42622,50262,-4060.53276225578,354100
34.131968,-117.763383,6454,2155,0,7.5,2.94,2.08,0,0,15.9,55.4,23.6,0.5,4.7,0,0,0,0.9,0.8,31.7,58.8,7.7,98.3,1.7,122102,129122,-4019.49602012774,687600
34.140127,-117.708494,3204,1067,72,8,2.99,4.74,10.5,12,8.1,20.1,17.1,16.2,2.5,9.1,4.5,0,0,5.4,29.9,36.5,28.2,92.2,7.8,177734,239764,-4018.58293413874,955900
34.126538,-117.715268,5328,1868,80,7.2,2.93,3.46,0.7,1.4,0.4,4.6,62.1,22.4,6,0.9,1.4,0,0.7,3.6,26,59.2,10.5,93.9,6.1,138571,150130,-4017.21456658218,641700
34.133442,-117.776934,4798,1566,68,7,3.07,4.04,0.8,0.7,11.9,20.8,33.8,30.3,0.7,0,1.1,0,1.1,1.2,39.1,42.5,16.1,95.5,4.5,106917,122559,-4020.13214562683,646900
34.112824,-117.78968,3016,1174,0,5.7,3.22,1.79,0,0,2.2,9.8,50.3,21.2,10.8,5.6,0,0.8,19.8,8.9,36.1,30.8,3.5,61.2,38.8,80417,85772,-4018.13862285632,483700
34.107576,-117.799926,6714,2497,16,4.8,2.81,2.66,0.6,0.8,9.6,16.1,30.4,22.3,12.9,5.2,2.1,2.7,10.4,32.2,41.9,10,2.8,50.3,49.7,70513,74865,-4017.86992883938,432600
34.132892,-117.831873,4125,1419,64,6.1,3.35,3.06,2.3,5.4,0.4,9,16.8,28.6,35.5,1.5,0.4,0,1.7,16.5,42.6,33.5,5.6,77.4,22.6,89018,113160,-4021.94259526672,547900
34.125392,-117.798071,3815,1314,23,6.1,2.75,2.9,0,0,7,32.5,35.8,16.1,3.2,3.5,1.9,0,4.2,23.5,37.8,26.5,8,71.8,28.2,98310,113657,-4019.90534971883,534000
34.143086,-117.837424,4453,1518,63,7,3.02,3.25,0,1.6,4,10.7,20.3,27.2,32.6,2.1,1.5,0,1.3,2.6,41.5,46.2,8.5,89.8,10.2,107434,120675,-4023.33330165046,670000
34.151848,-117.860431,2126,730,26,8,3.18,3.06,3.4,1.1,4.8,12.3,26,24.5,17.8,1.1,8.9,3.8,0,9.3,29.7,34.9,22.2,92.9,7.1,134773,245135,-4025.15152472649,904400
34.144669,-117.903797,2980,1036,58,5,2.48,3.66,6.2,7.6,2.3,45.9,15.7,10.4,9.2,1.4,1.3,4.1,5.6,41.1,29.8,16.4,3,72.4,27.6,64808,76687,-4025.78612240819,404200
34.133573,-117.888219,3967,934,53,5.2,2.49,2.73,4.1,2,10.3,11.7,32.8,8.5,24.7,2,4,0.6,13.3,37.4,32.2,13.4,3.1,68.8,31.2,56058,74395,-4023.94612907649,414000
34.134717,-117.877056,4086,1429,121,5.3,3.09,2.71,5.2,3.9,1.1,3.3,11.6,22.3,40,8.3,4.3,0.8,8.7,21.1,53.4,14.1,1.9,63.5,36.5,70933,79255,-4023.69994735315,460300
34.141444,-117.852763,3140,1058,30,6.5,3.06,3.03,0,0,1.5,2.2,7.4,19.8,60.9,6.1,2.2,0,1.8,3.9,70,20.6,3.7,90.7,9.3,110270,130393,-4023.66350820977,626900
34.141395,-117.865768,3973,1652,42,5.2,2.79,2.11,0,2.6,0,14.5,9.8,13.9,30.3,10.3,18.6,3.8,18.8,26.3,40.7,8,2.4,51.1,48.9,60305,84719,-4024.10174226636,535600
34.128954,-117.855595,5663,1950,85,4.6,3.11,2.27,2.9,0,7.1,12.1,9.8,18.9,39.1,6.7,3.5,1.5,22.5,27.3,33.3,14.1,1.3,42.1,57.9,56916,67395,-4022.28818039763,452500
34.130697,-117.866554,3101,1125,61,4.7,2.68,2.42,1.1,0,6,8.1,13.9,17.2,37.3,8.5,8,4,15.9,31.6,40.1,6,2.4,42.6,57.4,65833,69850,-4022.86764100814,433700
34.11179,-117.839013,4371,1368,51,5.9,3.3,4.1,0,0,5,14.7,14.1,33.2,27.9,3.8,1.3,0,2.6,13.4,52.7,29.7,1.7,88.7,11.3,83125,90447,-4019.69966526327,416900
34.11122,-117.855104,5216,1735,130,5.5,3.29,3.37,0.6,1.8,4,11.4,22.8,39.9,12.7,5.4,1.3,0,0.7,16.7,58.2,22.7,1.8,77.7,22.3,77540,82983,-4020.18138066688,429000
34.081683,-117.829381,5642,2227,10,6.4,2.86,2.04,9.6,3.6,7.5,20.9,46.5,8.4,2.3,1.3,0,2.8,11,9.7,33.5,37.2,5.6,86.5,13.5,88375,111963,-4015.82361132822,574600
34.112833,-117.81401,6521,2494,152,4.9,3.02,2.72,0,0,7.7,21.2,27.8,10.8,13.8,4.7,14,0.5,7.1,43.1,38.1,8.9,2.3,58.2,41.8,67181,84146,-4018.96964819033,372100
34.116737,-117.763697,5034,2123,46,5.5,2.44,2.6,1.2,3.3,4.4,6.7,77.3,1.3,5.1,0.6,0,0.6,7.3,43.3,22.6,26.2,0,80.8,19.2,64740,76426,-4017.71307869669,169200
34.105462,-117.763466,5282,1872,121,4.8,3.06,3.02,0,3.5,2.5,2.9,31.6,25.6,22.2,4.7,6.9,0,6.1,46.2,31.6,15.1,1,50.9,49.1,68614,72272,-4016.37741465129,432600
34.110877,-117.777393,2913,1272,62,5.2,2.47,2.34,1.3,13.1,3.9,6.6,34.1,14.2,12.3,10.9,3.6,0,9.4,42.3,27,16.7,4.6,77.1,22.9,52000,67340,-4017.49016600366,353800
34.112715,-117.743656,4137,1764,203,5.5,2.7,1.86,3.3,2.9,10.9,16.3,10.8,28.7,23.5,1.5,2.2,0.9,15.8,25.5,37.4,16.6,3.8,79.3,20.7,71563,84581,-4016.55578018604,425700
34.103607,-117.751591,4176,1596,205,4.3,3.26,2.29,4,4.6,11.7,17.6,26.6,21.9,10,0.8,2.7,1.1,27.6,33.3,22.3,15.3,0.4,41.2,58.8,57208,63714,-4015.75398308874,412000
34.101175,-117.741713,5828,2059,80,4.1,3.61,2.11,3.4,15.2,5.6,8.7,14.3,29.6,18.6,2,2.5,3,40.5,15,30.6,8,3,48.5,51.5,50640,61802,-4015.13075981278,267300
34.10217,-117.70876,4610,212,21,5,1.83,2.71,26.4,4.2,0,11.8,11.3,9.4,11.3,5.7,19.8,0,19.3,33.5,31.1,16,0,18.8,81.2,57375,86504,-4014.1241440092,812500
34.085059,-117.745298,4815,1354,116,5.3,4.01,3.51,0,0.8,3.6,9.9,10.3,31.2,31.7,9.6,2.9,0.6,3.9,25.2,60.3,10,0,66.6,33.4,56293,60482,-4013.35542930258,300200
34.067421,-117.77022,5454,1377,83,4.9,4.57,4.41,3.8,0,0.7,2.7,15.3,17.9,34.1,9.5,16.1,1,6.1,42.2,40.2,9.7,0.7,55.6,44.4,53548,63796,-4012.12766600262,326500
34.066527,-117.756179,3996,1219,112,3.7,4.23,3.49,0,0,1.7,0.3,12.9,12.9,21.4,9.8,41,2.5,30.3,44,18.6,2.9,1.7,33.8,66.2,42314,55379,-4011.54405132033,309900
34.052914,-117.809065,5381,1101,116,5.4,3.54,4.86,4.4,5.1,10.4,4.5,23.5,19.3,31.1,1.6,0,2.1,3.3,27.1,39.4,27.6,0.5,79.8,20.2,51760,53161,-4011.74195886541,214500
34.066231,-117.792973,3006,662,0,5.6,4.68,4.52,0,0,0,0,12.4,20.8,62.5,1.8,2.4,2,0,9.5,53.9,33.1,1.5,81.4,18.6,53125,89630,-4012.76262839476,279800
34.066581,-117.782465,4776,1186,143,4.5,4.38,3.82,4.7,2.6,13.4,18.7,12.6,21.1,16.1,2.6,8.1,0.6,11.2,45.3,28.8,11.7,2.4,54.9,45.1,55430,62300,-4012.44588430216,284600
34.054033,-117.765504,5577,1365,172,4.3,4.8,4.6,0,0,9.4,10.9,8.1,23.6,16.9,14.9,16.1,7.3,16.6,39.3,28,7.2,1.6,26.3,73.7,36479,44534,-4010.39035947763,137500
34.068751,-117.743013,7453,2605,133,4.8,3.34,3.69,1.2,0,0.4,3.5,12.9,4.6,16,4.9,56.5,3.8,21.1,32.6,31.4,8.3,2.8,44.6,55.4,47089,61025,-4011.35739188676,372000
